date,class4,class2,0,1,2,3,4
2003-06-27,Ib,event,386.9230430849078,-6.842007944112285,-14.619197192721026,-2.2567864849927877,-3.8503713435434355
2003-06-30,II,event,240.49430887742218,33.22491968044591,-79.10662350087604,5.536859476296324,2.238970127899585
2003-07-13,Ib,event,268.2209710657454,35.74914953351365,-80.22633869283582,6.745578305138629,3.370686643421434
2003-07-19,nonevent,notevent,254.2845038853924,-3.3198422486532553,-26.883974112314444,-2.6513738227006245,-3.601831795969832
2003-07-26,II,event,98.58808209473733,-28.11082630134503,2.558143119622475,-10.181954433193521,-14.568077548026526
2003-08-06,nonevent,notevent,273.84646534873986,32.40289486328778,-62.24237048386342,-1.0621841983895635,1.266765587990751
2003-09-11,II,event,-132.03871020822706,21.783943535013336,-15.712535358928585,-22.008782330656388,-9.356176168095791
2003-09-12,nonevent,notevent,-174.2369040144771,37.052413558798094,-25.91717339477336,-25.415106278822694,-4.0478623251990395
2003-09-14,II,event,47.39205400118315,-35.94927166413338,3.1173442749015097,-10.119458960893962,-13.720664626795228
2003-09-17,II,event,127.09039473593249,-40.763208026088975,15.9057886210704,-11.001446519181524,-10.435043311244513
2003-09-20,Ia,event,131.53876590770736,-44.615622208317276,21.058522275544362,-10.657793817748122,-10.047623765550075
2003-09-21,II,event,-289.4669460914571,46.88075249860717,31.42554527571951,-27.90044943174835,-14.24687638973937
2003-10-10,nonevent,notevent,-276.2778592010605,-29.52440211633542,-24.71559061044768,-8.232601868467835,-13.122761575427354
2003-10-15,Ia,event,-92.63207541817361,-47.81906719295952,11.532226105476706,-9.849644045967889,-10.78185746038337
2003-10-23,II,event,-219.83299647783258,-34.668890578621735,-14.121084160698688,-7.404495418718183,-7.780880084161854
2003-11-18,nonevent,notevent,-453.6968504626228,-33.668234135579205,-21.23232860401129,-3.670020062280232,-9.404926513931986
2003-12-01,nonevent,notevent,-461.81685874446106,-5.606988011874985,-1.1757250841022167,-15.60147452441864,-14.123385647570617
2003-12-02,nonevent,notevent,-417.1492008762997,-25.83324137841137,-20.782442909899604,-4.591110416403582,-12.998262524540172
2003-12-05,Ib,event,-409.0290439567347,-43.08847770836733,-12.265169313259895,-8.94924450320453,-17.90069604482588
2003-12-09,II,event,-390.541505106473,-43.99169848573148,-10.493486426964168,-8.115833994300061,-10.5713290644154
2003-12-29,nonevent,notevent,-473.0330988079037,19.722259936756686,16.438093814921828,13.442797573172864,-10.64253672464192
2003-12-31,nonevent,notevent,-459.6020941925382,-38.706455466249494,-21.095603340880146,-6.971726516650046,-12.284604874795246
2004-01-07,nonevent,notevent,-419.46674615917993,-39.32401305329015,-14.502611492572829,-3.573778320970339,-3.0050563869840965
2004-01-16,nonevent,notevent,-423.0409350747037,-40.718905858256115,-14.696521830008818,-4.771131476178423,1.8661258917720638
2004-01-22,nonevent,notevent,-316.9150695979113,-48.14430349561094,2.6075650733468456,-2.1681338750177632,47.57156994817823
2004-01-31,nonevent,notevent,-447.5897240100724,-31.834170224649146,-17.846734557755006,-0.2142880019649226,-2.1219990564556133
2004-02-03,nonevent,notevent,-414.65531966726394,-37.0820199441655,-15.94293317980715,-2.8550826055420364,-0.42063614375956265
2004-02-20,II,event,-253.49363065602566,-40.81496710894799,-7.788234414812895,-8.334339644195152,1.7579188655537836
2004-02-25,nonevent,notevent,-400.52457087747945,-38.52362297173018,-13.113437884821716,-4.979896603564321,-3.560961379468812
2004-02-28,nonevent,notevent,-250.97874754842059,-24.083137357337446,-33.056526410390276,-3.7590252450562565,19.250265900250927
2004-03-01,Ib,event,-140.52052626622913,-25.693449011350342,-20.828147283465636,-5.983879458144308,13.550457208359305
2004-03-07,II,event,23.805793660413954,-39.078733589597974,7.8013760567976425,-7.093276762440112,20.141212237104273
2004-03-09,Ib,event,42.203349936977745,-62.70714261844044,37.31013983898824,-11.445338622286197,12.068820971349135
2004-03-14,nonevent,notevent,-273.34615837601075,-40.555986082321716,-2.4277629181444165,-5.505962139454635,1.4268682793139857
2004-03-22,nonevent,notevent,-310.9161300996255,-31.3443708546979,-5.144694926267311,-8.12958500556677,-1.5673892295424292
2004-03-28,Ib,event,208.56407826911706,-53.62187384562638,39.660858484474275,-9.647723437755422,20.085521226542138
2004-03-29,Ib,event,101.1778519923888,-51.45288360964233,28.761316369280216,-9.504238581597164,10.758694146030711
2004-04-06,Ib,event,250.7941518074378,-60.57297790541785,48.771556001887156,-10.624399398360588,12.77555180986987
2004-04-11,Ib,event,70.51847246206836,34.11486869846359,-8.79635749052598,-14.393157523012325,20.124710781450375
2004-04-13,Ia,event,317.52171979003606,-57.96627024660329,52.49233671916907,-8.393669537391842,9.689411089877147
2004-04-16,II,event,97.55940706777687,-58.17831839946004,38.913871350248044,-11.266480100108483,-3.266040643344819
2004-04-23,Ib,event,211.79971594520143,-40.524122145970416,20.63468731579924,-5.672328818584749,-7.2317589824529005
2004-04-27,II,event,246.76230098888297,-5.101259039833225,-28.85787873782065,1.7595984614652336,-0.3225939707817347
2004-04-28,Ia,event,361.1611445048083,-41.15429164844507,32.026712310988906,-5.0719173649867315,-6.434276347484143
2004-04-30,II,event,354.23954345554523,-42.238355658369315,32.96148305568914,-7.273807171134393,-6.881839927858936
2004-05-02,II,event,382.5645327399444,-40.06770447385403,32.751162657397835,-7.04710104124515,-4.729442354268754
2004-05-04,nonevent,notevent,-223.7578270621838,90.18848378198443,35.94088617377747,-50.839137265791926,-0.9335845594373968
2004-05-11,Ia,event,408.8770123957783,-0.7472934936567533,-18.129167191682747,3.8720062369750763,3.0864019277953036
2004-05-12,II,event,230.00556731614827,-4.840626067675492,-26.101513929509384,2.9027998502351346,-2.5650897906081465
2004-05-13,Ia,event,303.3316466626601,-9.00845673118617,-15.02520408929803,2.1959992445876835,-1.8598158433362557
2004-05-14,II,event,-36.841336757424905,23.37582777662374,-18.285709617109266,-14.292238919464438,-3.9132857733155957
2004-05-15,nonevent,notevent,-103.291278896035,72.44606653433931,-66.73953009482685,-6.7090458949656195,5.764761801061141
2004-05-16,II,event,286.5755675081723,-0.7684411035758731,-26.9404594649737,3.8894867502544432,0.19905425234531848
2004-05-21,II,event,12.94979989806648,120.40604832830927,-12.79933352572066,-16.495735376058384,11.4260566298958
2004-05-22,Ib,event,338.6195388368832,41.641220117527276,-67.32960986781171,6.9308959536685215,11.44567305428518
2004-05-28,Ib,event,169.71024556330056,49.422379468711135,-24.02675531025799,-17.737306168286068,3.344835886043592
2004-06-04,II,event,489.42102223467793,-30.510548008943815,29.396381755282764,-3.536053175097752,-5.8297918357731895
2004-06-29,II,event,258.46593243352635,35.455550238489,-65.49243949359051,2.8518242072875943,2.3697368402581316
2004-07-01,nonevent,notevent,73.15594741181238,65.64019279539211,-89.03685406652127,2.2355460880437206,2.9504290884376445
2004-07-03,nonevent,notevent,-66.96425863602704,120.70451000113712,17.350701637921123,-27.494103257818193,2.143598897148347
2004-07-16,Ib,event,390.55228528078453,7.980266716334301,-32.3262745561586,1.42265912288116,-1.904271717243956
2004-07-18,II,event,439.49294094634877,-16.736887187472885,3.634895523091575,-3.1364661364972934,-7.896023651499244
2004-07-24,nonevent,notevent,105.42403251107795,28.228136936365352,-30.043533557790695,-17.752704218325647,-8.70646275661559
2004-08-03,Ia,event,-193.73528304599816,50.22343090003117,39.908489919222966,-20.547258638015553,-19.001942275093352
2004-08-10,II,event,216.8620671551621,47.22670834504326,0.9274387702311181,-35.00656504494009,-2.1830493614986035
2004-09-22,nonevent,notevent,-307.92957417060796,33.02254484921949,25.59557470356867,-14.361732887181303,-10.080768219571738
2004-10-15,nonevent,notevent,-141.89643553568433,-37.96384127354737,-6.039476940016151,-7.35189051358291,-8.219232961869594
2004-11-13,II,event,-324.65997304355943,-25.819860589266607,-13.650947609525257,-13.11171931391122,-9.327696843276696
2004-11-18,nonevent,notevent,-405.3494684042402,-37.16256681969596,-17.859226141603223,-6.55849548641385,-9.278656722901033
2004-11-19,nonevent,notevent,-439.48746612590895,-3.297555686344673,6.139480852718049,-14.88803730574608,-8.69517579210441
2004-12-06,nonevent,notevent,-443.8438228583014,-37.650283649442336,-21.432635378066156,-6.184381856634997,-9.978421428587243
2004-12-13,Ia,event,-428.2321564566763,-43.35380698000748,-13.162829025972242,-4.796521727289154,-10.408957229184358
2004-12-20,Ia,event,-414.156509097386,-34.67949337539253,-22.768279372391785,-5.6114451604048385,-2.1310208594619486
2004-12-24,Ia,event,-407.0837911828082,-41.33456363462888,-10.707209140094188,-6.173231917514105,4.934073952774458
2004-12-25,Ia,event,-411.1648768226701,-37.17546796656491,-14.828094131850307,-1.9512612469357766,1.0627890717739286
2004-12-26,Ia,event,-436.59792364438675,-39.846674326732696,-17.1392735225803,-5.191425788083399,-1.7754883053056776
2004-12-28,Ia,event,-435.9914470849311,-38.49651800002457,-17.928973803992385,-4.413773344528639,-7.157134649214987
2004-12-29,Ia,event,-458.0835043372021,-37.27217478810753,-23.130055433334505,-3.9684187842842698,-9.187802834044254
2005-01-17,nonevent,notevent,-454.9616662727659,-37.24480965433861,-23.168291830643646,-5.3155632523563385,-13.781663901125734
2005-01-18,nonevent,notevent,-469.9361406070337,67.56108681186204,48.71095521753537,-12.235802941506963,-5.482729304131876
2005-01-27,nonevent,notevent,-400.23086989238203,-28.750407133188727,-8.899571177919412,-5.304517268852336,2.437741808053403
2005-01-30,nonevent,notevent,-434.53935897503203,-34.418019786705116,-16.45934475431789,2.0454534345631643,-3.500458184402316
2005-02-14,nonevent,notevent,-337.5734239979627,-40.287396098480365,-0.20548974584045265,-3.942645450647734,-0.3623994887549726
2005-02-20,nonevent,notevent,-342.6906102542964,-38.09342843067901,-15.885051197307956,-4.136068246482986,10.74655771460029
2005-03-03,Ib,event,-10.15516596149281,-57.51982894479194,38.394839087929725,-6.593753002883742,10.539603246204113
2005-03-09,Ia,event,49.042571627722495,-59.78611448741805,46.06478258329692,-8.939459388821508,12.708963369742817
2005-03-18,Ib,event,-53.26562570108131,-51.0389695979969,26.589966619853314,-5.630136272478128,26.047903342226636
2005-03-19,Ib,event,41.52111746290099,-18.02062309935177,-15.750326929621535,-0.9775301000558064,21.986645432985306
2005-03-22,Ib,event,125.95435190757102,-47.43282092250926,26.056580855866944,-9.590362310185357,17.831910045791457
2005-03-23,II,event,-56.23860098838794,-42.59232818136731,5.434444193185854,-7.879871753789741,12.193050357169623
2005-03-25,II,event,11.20043726113895,-31.97783586493976,-4.754679667932169,-7.477657556111066,11.545218294100254
2005-03-29,Ib,event,27.757191682476673,-35.73971054161413,-0.5604489082220805,-5.516424425517554,12.05011507964403
2005-04-04,Ib,event,151.90422876629,-42.45381526263591,20.374554685088032,-8.771625228605764,9.721432644948955
2005-04-05,Ib,event,90.16206469996158,31.967200389865912,25.395063564612627,-21.362065077062688,16.50777408215307
2005-04-12,Ib,event,45.44241060485759,-0.8213656796177318,3.4978674365275686,-11.138432198748992,-0.40717726457884623
2005-04-13,Ib,event,237.38195289621206,31.066852102258117,-22.6918446368013,-8.366748054783526,10.48221020437329
2005-04-17,II,event,224.2515662155554,-7.134170134967276,-19.222260841979583,5.5854392902090275,1.0541584748161803
2005-04-18,II,event,303.33376508577396,-20.21418867709101,6.068752815858496,3.731515571629944,1.6485762418397505
2005-04-30,Ib,event,280.93639919608216,-10.415810810064535,-9.569255122348533,6.325947226373033,1.4403912524408604
2005-05-11,Ib,event,170.02997009691722,-10.720722069379732,-13.58874134626676,5.702163920077075,-3.507359150951238
2005-05-16,Ib,event,-184.90331827291834,127.5811528024571,36.82971852123594,-13.6496458789438,6.473054440349455
2005-06-16,nonevent,notevent,162.0199905686621,37.980317838925906,-81.23888737637937,15.52026561849055,1.7092971003258854
2005-06-21,Ib,event,406.8173450880718,-12.534668323661748,4.20865118785922,3.7783475653593412,-8.182569248367274
2005-06-30,nonevent,notevent,-1.8231280785663948,49.49167265506785,-66.45611391127926,-0.6854227528865485,-4.8142126389983115
2005-07-02,Ib,event,509.11822491000703,-27.18585961422654,32.99494971655539,0.349233564848035,-11.377670279990932
2005-07-05,nonevent,notevent,443.47893438390247,-14.516982544621417,10.164571578896904,2.2226559599874895,-12.42543428318131
2005-07-09,nonevent,notevent,445.77516230929075,-28.68856521991602,30.86435378688351,-0.21446896191965148,-15.240296545535273
2005-07-11,nonevent,notevent,429.24074181116794,-14.815628296830333,9.779068099573964,3.922422098945977,-11.23869977967461
2005-07-17,nonevent,notevent,281.74376944307096,138.62985828022187,-52.06588234197326,-10.088776703460026,15.539920809807446
2005-08-09,nonevent,notevent,197.75227638781277,65.90365289353022,11.002127240562599,-34.12911332005382,-2.317456871649701
2005-08-10,nonevent,notevent,-230.3538881635078,19.087448594670505,-17.79262543846863,-10.2588314032897,-14.245802809874487
2005-08-11,nonevent,notevent,-296.42041621771835,130.5425293847319,75.16149941818018,-7.882942789314406,-9.27049313432583
2005-08-13,nonevent,notevent,33.46209072374281,49.73715755605519,-16.464949133999706,-19.147360114937044,-4.372593919712991
2005-08-24,nonevent,notevent,174.67616646586387,32.258730836615584,-74.76248403413592,10.044632685934483,-2.8946177065745315
2005-08-30,II,event,58.426683780235294,12.478535162414667,-19.88401032497683,-8.023794582547652,-10.471830796052107
2005-08-31,Ib,event,315.8680675166057,-54.64966599570224,57.77539991460266,-6.768235161299058,-16.994746972699303
2005-09-09,Ib,event,258.57244121485917,-37.35214874696718,29.066334311257325,-3.4131895776784904,-10.896547203460589
2005-09-12,nonevent,notevent,-249.0909184138542,121.88498931878289,67.05602696148452,-18.24014792920976,-6.671769799078879
2005-09-15,nonevent,notevent,-160.84801061336907,-11.399577252684535,-13.548436608749908,-7.57109821806948,-14.575501193945394
2005-09-24,nonevent,notevent,-222.15650948983898,-40.50361527124949,2.662055869279961,-4.632947988847525,-21.089511527547295
2005-10-01,nonevent,notevent,-203.89456057106688,-26.274316831163183,-15.590299773617586,-0.5792006521079737,-8.765423558778792
2005-10-12,nonevent,notevent,-277.6581833778586,-33.21030825193634,-13.099929342443707,-2.6979423679128494,-17.31146511887273
2005-10-19,nonevent,notevent,-336.2699166606021,-32.104832429018074,-18.685602172798582,-1.9379724286356186,-20.138433874317027
2005-11-25,nonevent,notevent,-462.8142592143303,2.380403795121908,2.0207842879284916,-9.186505344377721,-14.042101389785408
2005-12-07,nonevent,notevent,-458.0984386569445,-35.306009886409825,-20.724151699407845,-0.8321578422749505,-15.465062994767154
2005-12-13,Ib,event,-423.78907330411596,-37.75685518619634,-16.189816626695155,-5.141553716021196,-20.53224714653049
2005-12-27,nonevent,notevent,-442.5570847454881,-27.073886977891092,-7.234736323974357,1.48252215338996,-4.6849210187961345
2005-12-29,Ib,event,-452.732274566703,-36.2004863501919,-15.522746898261218,2.6912079561348285,-8.750930182169416
2006-01-11,nonevent,notevent,-468.9506580494682,-15.903334037142898,-10.433273930703596,-2.5909665572880183,-11.602788595988084
2006-02-05,nonevent,notevent,-245.54702574942223,-49.02570672704532,17.275748913542312,6.178586772071403,42.94989925141363
2006-02-15,nonevent,notevent,-364.27822789818276,-36.15266613017616,-8.761402900368257,2.6697638321173214,12.192855866883551
2006-02-19,nonevent,notevent,-359.6238697882402,-24.49569219279596,11.459518086083163,-4.459487731248372,15.743030943680372
2006-02-22,nonevent,notevent,-328.2421335238232,-13.747454052104667,9.480854010935666,-10.980910665495285,15.321799874655358
2006-03-07,nonevent,notevent,-52.18589776960937,-39.382086710599744,18.731220414471224,2.2919114344078397,31.276872352144522
2006-03-20,Ia,event,73.68342335659878,-22.671600980355,2.143108110293376,2.1435137207514114,20.97164872649301
2006-03-23,II,event,151.08701706882076,-45.01935408544825,33.186909348530286,-3.9830105363962374,20.417333628268285
2006-03-28,nonevent,notevent,-257.61393882218914,-14.954980428150334,-4.22543843767006,0.16189096403960487,12.525667402653738
2006-04-23,Ib,event,330.62037942074517,-54.56255505150134,53.33712737015228,-5.256670361845273,7.491598710101168
2006-05-06,Ia,event,423.8765398946503,-50.00250696937113,54.32168049004626,-4.148547749603239,-11.47670214083304
2006-05-08,II,event,316.3881059767431,-27.340059755419144,16.268779221453993,0.13806118728230032,-9.251922123094129
2006-05-09,Ib,event,438.0199184412285,-48.522783088776926,55.20500128393715,-3.2900811036384496,-9.460350332892354
2006-05-15,Ib,event,321.67456680503375,51.125580548502654,4.296375055698734,-16.235725878241237,8.915141250811635
2006-05-17,Ia,event,434.4241022093611,-20.689819018835315,17.693688143407048,5.206874499373991,-5.164465025104294
2006-05-18,Ib,event,195.93585772934856,15.888799907715645,-49.77971411012307,11.00966190196756,-1.6587416451093258
2006-05-23,nonevent,notevent,-341.33448567749946,91.95778577345,78.3003091482039,-12.24930088700321,-10.730987317448022
2006-05-26,nonevent,notevent,-177.14857724709967,149.55480864096253,71.30485793620029,-9.074420415772762,3.2097049336887356
2006-06-08,Ib,event,267.08176692907324,29.20355314573218,-64.09744300682077,12.646731984617142,1.851228518296453
2006-07-03,Ib,event,466.66173465976635,-20.234077772377056,19.303634181272827,1.6877902958588158,-11.451905386175701
2006-07-04,nonevent,notevent,367.4426335371504,18.10890178941914,2.52324119811755,-10.199679777784024,-4.989186012155265
2006-07-08,nonevent,notevent,379.45557686064654,-28.830452944403646,27.555227174854803,-3.0540645913068705,-11.3302545244251
2006-07-13,II,event,365.7631811013695,10.595979604220641,-28.51872218404971,9.07794135833091,-3.9811134693883705
2006-07-21,II,event,200.97810765503903,35.94042877397031,-8.657792773590085,-8.057898041276578,-5.152278182351621
2006-07-23,nonevent,notevent,470.19732163711893,-24.593194015636016,28.16495481251414,0.44906301890572936,-12.523535117102439
2006-07-28,Ib,event,448.51445202884554,-38.96102080018549,47.36141972636657,-2.406168587605644,-14.597655347279263
2006-07-30,nonevent,notevent,179.8854201842128,-10.368081235491978,-10.709227722616458,2.515579699892262,-14.139364726080176
2006-08-04,nonevent,notevent,453.5959463141179,-16.996538535092373,16.20749133461242,1.5079534139824913,-10.937567247744667
2006-08-07,Ib,event,417.1956963390563,-43.505351814665886,50.95610374576358,-2.482100414345758,-14.991034064239264
2006-08-09,nonevent,notevent,-32.18286357022595,40.98313528677867,-57.580650712038164,0.614539030459047,-7.82621486373718
2006-08-10,nonevent,notevent,-29.201435756037363,30.00614780951394,4.042617733556059,-19.785172096679947,-10.76862134737751
2006-08-16,nonevent,notevent,223.2480245310956,99.81079765575,20.47234130717696,-37.47479355256055,10.62072161159556
2006-08-19,Ib,event,327.41474825749845,-11.62755586937943,0.5603953401857467,5.265485939182483,13.546450536315321
2006-08-23,II,event,285.4376503332849,-39.60587489920721,38.02153189544428,-2.581296630831174,-15.00834594942549
2006-08-31,nonevent,notevent,328.3801071335411,-32.83924439671973,30.619795326028015,-0.5635551846394021,-7.851467884160906
2006-09-10,II,event,205.65890579972472,-27.93272051623096,14.087580962283301,0.42825147532947017,-8.772764190722818
2006-09-12,nonevent,notevent,-20.32292219813924,-23.420092155610025,-7.202097676934344,0.7644124422970111,-12.774993102469987
2006-09-15,Ia,event,183.49374746153495,-54.92810896512478,49.13817438927637,-4.342775686037423,-11.844473185446311
2006-09-22,nonevent,notevent,2.7137369316177984,-4.520230210681635,-33.96419256301816,4.962800527590429,-2.5992801886412873
2006-10-01,nonevent,notevent,-417.3925100186141,126.83718177784766,92.05833129293333,-8.806627593203055,-2.031687422534526
2006-10-02,nonevent,notevent,-142.61346367460624,70.48063635061885,-27.755507235939795,-26.361913742943628,5.828123341843488
2006-10-03,nonevent,notevent,-399.3462060096246,93.31717636723735,68.90353251267017,-20.967182739371754,1.1597652717571487
2006-10-04,nonevent,notevent,-352.38257591862094,72.69034936571119,35.80989976834513,-29.424863001945482,2.44013837318942
2006-11-21,nonevent,notevent,-442.08801151027745,-34.51123431514184,-18.335241378905494,2.324461559799147,-11.63332848151019
