date,class4,class2,0,1
2003-08-06,nonevent,notevent,273.84646534873986,32.40289486328778
2003-09-11,II,event,-132.03871020822706,21.783943535013336
2003-09-12,nonevent,notevent,-174.2369040144771,37.052413558798094
2003-09-14,II,event,47.39205400118315,-35.94927166413338
2003-09-17,II,event,127.09039473593249,-40.763208026088975
2003-09-20,Ia,event,131.53876590770736,-44.615622208317276
2003-09-21,II,event,-289.4669460914571,46.88075249860717
2003-10-10,nonevent,notevent,-276.2778592010605,-29.52440211633542
2003-10-15,Ia,event,-92.63207541817361,-47.81906719295952
2003-10-23,II,event,-219.83299647783258,-34.668890578621735
2003-11-18,nonevent,notevent,-453.6968504626228,-33.668234135579205
2003-12-01,nonevent,notevent,-461.81685874446106,-5.606988011874985
2003-12-02,nonevent,notevent,-417.1492008762997,-25.83324137841137
2003-12-05,Ib,event,-409.0290439567347,-43.08847770836733
2003-12-09,II,event,-390.541505106473,-43.99169848573148
2003-12-29,nonevent,notevent,-473.0330988079037,19.722259936756686
2003-12-31,nonevent,notevent,-459.6020941925382,-38.706455466249494
2004-01-07,nonevent,notevent,-419.46674615917993,-39.32401305329015
2004-01-16,nonevent,notevent,-423.0409350747037,-40.718905858256115
2004-01-22,nonevent,notevent,-316.9150695979113,-48.14430349561094
2004-01-31,nonevent,notevent,-447.5897240100724,-31.834170224649146
2004-02-03,nonevent,notevent,-414.65531966726394,-37.0820199441655
2004-02-20,II,event,-253.49363065602566,-40.81496710894799
2004-02-25,nonevent,notevent,-400.52457087747945,-38.52362297173018
2004-02-28,nonevent,notevent,-250.97874754842059,-24.083137357337446
2004-03-01,Ib,event,-140.52052626622913,-25.693449011350342
2004-03-07,II,event,23.805793660413954,-39.078733589597974
2004-03-09,Ib,event,42.203349936977745,-62.70714261844044
2004-03-14,nonevent,notevent,-273.34615837601075,-40.555986082321716
2004-03-22,nonevent,notevent,-310.9161300996255,-31.3443708546979
2004-03-28,Ib,event,208.56407826911706,-53.62187384562638
2004-03-29,Ib,event,101.1778519923888,-51.45288360964233
2004-04-06,Ib,event,250.7941518074378,-60.57297790541785
2004-04-11,Ib,event,70.51847246206836,34.11486869846359
2004-04-13,Ia,event,317.52171979003606,-57.96627024660329
2004-04-16,II,event,97.55940706777687,-58.17831839946004
2004-04-23,Ib,event,211.79971594520143,-40.524122145970416
2004-04-27,II,event,246.76230098888297,-5.101259039833225
2004-04-28,Ia,event,361.1611445048083,-41.15429164844507
2004-04-30,II,event,354.23954345554523,-42.238355658369315
2004-05-02,II,event,382.5645327399444,-40.06770447385403
2004-05-04,nonevent,notevent,-223.7578270621838,90.18848378198443
2004-05-11,Ia,event,408.8770123957783,-0.7472934936567533
2004-05-12,II,event,230.00556731614827,-4.840626067675492
2004-05-13,Ia,event,303.3316466626601,-9.00845673118617
2004-05-14,II,event,-36.841336757424905,23.37582777662374
2004-05-15,nonevent,notevent,-103.291278896035,72.44606653433931
2004-05-16,II,event,286.5755675081723,-0.7684411035758731
2004-05-21,II,event,12.94979989806648,120.40604832830927
2004-05-22,Ib,event,338.6195388368832,41.641220117527276
2004-05-28,Ib,event,169.71024556330056,49.422379468711135
2004-06-04,II,event,489.42102223467793,-30.510548008943815
2004-06-29,II,event,258.46593243352635,35.455550238489
2004-07-01,nonevent,notevent,73.15594741181238,65.64019279539211
2004-07-03,nonevent,notevent,-66.96425863602704,120.70451000113712
2004-07-16,Ib,event,390.55228528078453,7.980266716334301
2004-07-18,II,event,439.49294094634877,-16.736887187472885
2004-07-24,nonevent,notevent,105.42403251107795,28.228136936365352
2004-08-03,Ia,event,-193.73528304599816,50.22343090003117
2004-08-10,II,event,216.8620671551621,47.22670834504326
2004-09-22,nonevent,notevent,-307.92957417060796,33.02254484921949
2004-10-15,nonevent,notevent,-141.89643553568433,-37.96384127354737
2004-11-13,II,event,-324.65997304355943,-25.819860589266607
2004-11-18,nonevent,notevent,-405.3494684042402,-37.16256681969596
2004-11-19,nonevent,notevent,-439.48746612590895,-3.297555686344673
2004-12-06,nonevent,notevent,-443.8438228583014,-37.650283649442336
2004-12-13,Ia,event,-428.2321564566763,-43.35380698000748
2004-12-20,Ia,event,-414.156509097386,-34.67949337539253
2004-12-24,Ia,event,-407.0837911828082,-41.33456363462888
2004-12-25,Ia,event,-411.1648768226701,-37.17546796656491
2004-12-26,Ia,event,-436.59792364438675,-39.846674326732696
2004-12-28,Ia,event,-435.9914470849311,-38.49651800002457
2004-12-29,Ia,event,-458.0835043372021,-37.27217478810753
2005-01-17,nonevent,notevent,-454.9616662727659,-37.24480965433861
2005-01-18,nonevent,notevent,-469.9361406070337,67.56108681186204
2005-01-27,nonevent,notevent,-400.23086989238203,-28.750407133188727
2005-01-30,nonevent,notevent,-434.53935897503203,-34.418019786705116
2005-02-14,nonevent,notevent,-337.5734239979627,-40.287396098480365
2005-02-20,nonevent,notevent,-342.6906102542964,-38.09342843067901
2005-03-03,Ib,event,-10.15516596149281,-57.51982894479194
2005-03-09,Ia,event,49.042571627722495,-59.78611448741805
2005-03-18,Ib,event,-53.26562570108131,-51.0389695979969
2005-03-19,Ib,event,41.52111746290099,-18.02062309935177
2005-03-22,Ib,event,125.95435190757102,-47.43282092250926
2005-03-23,II,event,-56.23860098838794,-42.59232818136731
2005-03-25,II,event,11.20043726113895,-31.97783586493976
2005-03-29,Ib,event,27.757191682476673,-35.73971054161413
2005-04-04,Ib,event,151.90422876629,-42.45381526263591
2005-04-05,Ib,event,90.16206469996158,31.967200389865912
2005-04-12,Ib,event,45.44241060485759,-0.8213656796177318
2005-04-13,Ib,event,237.38195289621206,31.066852102258117
2005-04-17,II,event,224.2515662155554,-7.134170134967276
2005-04-18,II,event,303.33376508577396,-20.21418867709101
2005-04-30,Ib,event,280.93639919608216,-10.415810810064535
2005-05-11,Ib,event,170.02997009691722,-10.720722069379732
2005-05-16,Ib,event,-184.90331827291834,127.5811528024571
2005-06-16,nonevent,notevent,162.0199905686621,37.980317838925906
2005-06-21,Ib,event,406.8173450880718,-12.534668323661748
2005-06-30,nonevent,notevent,-1.8231280785663948,49.49167265506785
2005-07-02,Ib,event,509.11822491000703,-27.18585961422654
2005-07-05,nonevent,notevent,443.47893438390247,-14.516982544621417
2005-07-09,nonevent,notevent,445.77516230929075,-28.68856521991602
2005-07-11,nonevent,notevent,429.24074181116794,-14.815628296830333
2005-07-17,nonevent,notevent,281.74376944307096,138.62985828022187
2005-08-09,nonevent,notevent,197.75227638781277,65.90365289353022
2005-08-10,nonevent,notevent,-230.3538881635078,19.087448594670505
2005-08-11,nonevent,notevent,-296.42041621771835,130.5425293847319
2005-08-13,nonevent,notevent,33.46209072374281,49.73715755605519
2005-08-24,nonevent,notevent,174.67616646586387,32.258730836615584
2005-08-30,II,event,58.426683780235294,12.478535162414667
2005-08-31,Ib,event,315.8680675166057,-54.64966599570224
2005-09-09,Ib,event,258.57244121485917,-37.35214874696718
2005-09-12,nonevent,notevent,-249.0909184138542,121.88498931878289
2005-09-15,nonevent,notevent,-160.84801061336907,-11.399577252684535
2005-09-24,nonevent,notevent,-222.15650948983898,-40.50361527124949
2005-10-01,nonevent,notevent,-203.89456057106688,-26.274316831163183
2005-10-12,nonevent,notevent,-277.6581833778586,-33.21030825193634
2005-10-19,nonevent,notevent,-336.2699166606021,-32.104832429018074
2005-11-25,nonevent,notevent,-462.8142592143303,2.380403795121908
2005-12-07,nonevent,notevent,-458.0984386569445,-35.306009886409825
2005-12-13,Ib,event,-423.78907330411596,-37.75685518619634
2005-12-27,nonevent,notevent,-442.5570847454881,-27.073886977891092
2005-12-29,Ib,event,-452.732274566703,-36.2004863501919
2006-01-11,nonevent,notevent,-468.9506580494682,-15.903334037142898
2006-02-05,nonevent,notevent,-245.54702574942223,-49.02570672704532
2006-02-15,nonevent,notevent,-364.27822789818276,-36.15266613017616
2006-02-19,nonevent,notevent,-359.6238697882402,-24.49569219279596
2006-02-22,nonevent,notevent,-328.2421335238232,-13.747454052104667
2006-03-07,nonevent,notevent,-52.18589776960937,-39.382086710599744
2006-03-20,Ia,event,73.68342335659878,-22.671600980355
2006-03-23,II,event,151.08701706882076,-45.01935408544825
2006-03-28,nonevent,notevent,-257.61393882218914,-14.954980428150334
2006-04-23,Ib,event,330.62037942074517,-54.56255505150134
2006-05-06,Ia,event,423.8765398946503,-50.00250696937113
2006-05-08,II,event,316.3881059767431,-27.340059755419144
2006-05-09,Ib,event,438.0199184412285,-48.522783088776926
2006-05-15,Ib,event,321.67456680503375,51.125580548502654
2006-05-17,Ia,event,434.4241022093611,-20.689819018835315
2006-05-18,Ib,event,195.93585772934856,15.888799907715645
2006-05-23,nonevent,notevent,-341.33448567749946,91.95778577345
2006-05-26,nonevent,notevent,-177.14857724709967,149.55480864096253
2006-06-08,Ib,event,267.08176692907324,29.20355314573218
2006-07-03,Ib,event,466.66173465976635,-20.234077772377056
2006-07-04,nonevent,notevent,367.4426335371504,18.10890178941914
2006-07-08,nonevent,notevent,379.45557686064654,-28.830452944403646
2006-07-13,II,event,365.7631811013695,10.595979604220641
2006-07-21,II,event,200.97810765503903,35.94042877397031
2006-07-23,nonevent,notevent,470.19732163711893,-24.593194015636016
2006-07-28,Ib,event,448.51445202884554,-38.96102080018549
2006-07-30,nonevent,notevent,179.8854201842128,-10.368081235491978
2006-08-04,nonevent,notevent,453.5959463141179,-16.996538535092373
2006-08-07,Ib,event,417.1956963390563,-43.505351814665886
2006-08-09,nonevent,notevent,-32.18286357022595,40.98313528677867
2006-08-10,nonevent,notevent,-29.201435756037363,30.00614780951394
2006-08-16,nonevent,notevent,223.2480245310956,99.81079765575
2006-08-19,Ib,event,327.41474825749845,-11.62755586937943
2006-08-23,II,event,285.4376503332849,-39.60587489920721
2006-08-31,nonevent,notevent,328.3801071335411,-32.83924439671973
2006-09-10,II,event,205.65890579972472,-27.93272051623096
2006-09-12,nonevent,notevent,-20.32292219813924,-23.420092155610025
2006-09-15,Ia,event,183.49374746153495,-54.92810896512478
2006-09-22,nonevent,notevent,2.7137369316177984,-4.520230210681635
2006-10-01,nonevent,notevent,-417.3925100186141,126.83718177784766
2006-10-02,nonevent,notevent,-142.61346367460624,70.48063635061885
2006-10-03,nonevent,notevent,-399.3462060096246,93.31717636723735
2006-10-04,nonevent,notevent,-352.38257591862094,72.69034936571119
2006-11-21,nonevent,notevent,-442.08801151027745,-34.51123431514184
2006-11-24,nonevent,notevent,-476.3328043941993,200.26707264096112
2006-11-26,nonevent,notevent,-430.4208747461051,-28.64578640615563
2006-12-01,nonevent,notevent,-446.0159712070527,-33.99942123886325
2006-12-07,nonevent,notevent,-453.06198522828225,65.32797789029782
2007-04-02,Ia,event,46.67221942897057,-6.154647305680677
2007-04-03,II,event,153.74128982602522,-30.73730531978887
2007-04-15,Ia,event,304.09649527254606,-35.84087926928026
2007-04-18,Ib,event,301.31564622191956,53.26992184856581
2007-04-19,Ib,event,180.05301624766759,49.43484974985124
2007-04-20,nonevent,notevent,-280.6806797070615,26.375660331057198
2007-04-22,II,event,389.37292369629216,-52.29983168940374
2007-04-24,nonevent,notevent,-169.16947029499536,-30.262772111282445
2007-04-28,Ib,event,276.36530194637913,-8.9494292700322
2007-04-29,II,event,240.94517667469384,32.971356515089944
2007-05-02,II,event,85.3215349697115,82.43119743643916
2007-05-04,nonevent,notevent,153.75343302605702,11.597982322345404
2007-05-06,II,event,185.98230690207004,-34.88920794949914
2007-05-14,II,event,186.2713227600899,131.33255348670238
2007-05-16,II,event,362.8494381406335,18.493630837838264
2007-05-21,II,event,273.25867353389003,-0.435183818433466
2007-05-22,Ib,event,372.5407333615157,76.32838041083335
2007-05-26,nonevent,notevent,-183.5745826581003,37.58147472066021
2007-06-01,Ib,event,510.6000524037516,-42.04355049637312
2007-06-03,II,event,507.68338473624857,-42.056379098368545
2007-06-08,II,event,420.41485782734986,-31.17036705246043
2007-06-16,II,event,478.1905460360134,-7.1537630205029865
2007-06-24,nonevent,notevent,397.77370033408033,11.253581899221457
2007-06-25,Ib,event,-13.183828515007164,5.069572047596869
2007-07-14,nonevent,notevent,5.1350099989355575,-16.190646318648767
2007-07-25,nonevent,notevent,-146.29314289224985,56.06291953424116
2007-08-02,nonevent,notevent,-52.17673503354414,-10.535212552421056
2007-08-31,II,event,162.93364746383023,21.831494703842406
2007-09-01,II,event,270.622882850595,15.548103864088278
2007-09-04,II,event,190.2664762415521,-23.368605822186936
2007-09-06,II,event,-77.67953622686987,33.76593517539237
2007-09-07,Ib,event,200.34513666438332,-20.359191525235836
2007-09-11,Ib,event,190.93999247335105,-14.338283587243843
2008-02-05,nonevent,notevent,-418.84453565064655,-32.49163407155501
2008-02-15,Ib,event,-172.62474768247586,-40.42983056628274
2008-02-17,II,event,-328.0264708727183,-28.857065561462818
2008-02-18,Ib,event,-282.6433668993569,-47.18408936179305
2008-02-19,Ia,event,-443.9507994141358,-38.48962244383811
2008-02-27,nonevent,notevent,-372.2637487278145,46.08979243161308
2008-02-29,nonevent,notevent,-159.65720204727995,-36.935505205829124
2008-03-03,nonevent,notevent,-302.5373832214981,4.375356954065875
2008-03-09,nonevent,notevent,-384.94503992068115,-27.091590327268204
2008-03-11,nonevent,notevent,-261.6271498579295,-37.45798461347517
2008-03-20,II,event,45.552260921596954,-27.486520923274835
2008-03-21,II,event,109.44413325497293,-49.24044105412349
2008-03-28,II,event,153.05606509320998,-34.370658225199996
2008-04-01,nonevent,notevent,-144.23188074688923,-41.61182407615698
2008-04-05,nonevent,notevent,-375.81746119258156,41.4551241166028
2008-04-06,nonevent,notevent,-269.4788055951543,-6.139355652337199
2008-04-08,nonevent,notevent,-312.7654653327764,123.43823447091972
2008-05-11,II,event,355.13373143027184,-4.957897803828773
2008-05-12,II,event,389.9794011613592,17.126019397612268
2008-05-13,II,event,265.67289422663566,-10.211426281997118
2008-05-19,II,event,186.59121066979955,22.844368063977782
2008-05-20,II,event,338.46219408823833,17.35796613301569
2008-05-25,II,event,336.5217920462547,3.9244504904024198
2008-06-14,II,event,378.340395905964,34.418821866069386
2008-06-26,II,event,509.3447172844711,-16.28190798405616
2008-06-27,II,event,483.4175929763351,10.980057203410084
2008-07-24,Ib,event,477.18264475547454,-21.71033227435754
2008-08-03,nonevent,notevent,29.1249921230172,1.0686311155573556
2008-08-06,II,event,-96.21467932719624,-30.004891661204017
2008-08-07,II,event,248.9041766231828,16.69742454257921
2008-08-09,nonevent,notevent,143.56556181674205,53.85848772767202
2008-08-18,nonevent,notevent,-126.09260129029116,28.826035628854992
2008-08-19,nonevent,notevent,99.55240385059713,47.12172777776531
2008-08-21,nonevent,notevent,-85.3536208914577,96.49474496543536
2008-08-23,Ib,event,258.92514652288895,7.334278627901534
2008-08-25,nonevent,notevent,138.85627073706294,-3.2169570605603193
2008-08-26,nonevent,notevent,-254.52021653024153,-29.019216434326562
2008-09-02,II,event,-123.36218703393376,53.75831063837791
2008-09-07,nonevent,notevent,42.33350986196336,-13.085869633901009
2008-09-12,nonevent,notevent,-79.50452529348884,-29.33494990080453
2008-11-17,II,event,-321.33351809558644,-35.23629843805969
2008-11-23,nonevent,notevent,-448.8579629824463,-28.81394020491043
2009-01-03,nonevent,notevent,-391.46796978477215,-33.693980445540035
2009-01-08,nonevent,notevent,-400.4419711754421,-35.038961237463475
2009-01-15,II,event,-416.53924764291025,-37.02247732826443
2009-02-06,nonevent,notevent,-410.7370152998871,-32.469748477234546
2009-02-09,II,event,-252.37945892704283,-27.59385866519475
2009-02-13,nonevent,notevent,-385.67663979679094,-38.86984592934942
2009-02-18,Ib,event,-150.85480603329313,-45.580997222718906
2009-02-21,nonevent,notevent,-257.93473016316847,-24.875665428972148
2009-02-25,II,event,-132.95882353216257,-31.40091856917501
2009-03-01,Ib,event,-96.75281944564625,-33.944422902674226
2009-03-27,Ib,event,192.92684181068793,-60.42283400524379
2009-04-07,nonevent,notevent,-164.2913207496541,-4.3366449951841135
2009-04-19,II,event,121.58791172225119,-16.173158604436697
2009-04-23,Ib,event,313.73278376375595,1.7718420117355156
2009-04-25,II,event,381.31012159491735,-45.704582597113195
2009-04-26,II,event,291.3711714217083,-37.71107246126229
2009-05-01,II,event,419.6295605569374,-53.30394409164909
2009-05-30,Ib,event,504.1636526763905,-40.33499241814583
2009-05-31,nonevent,notevent,498.04369618781845,-39.38740594889181
2009-06-07,II,event,503.47122683906434,21.000850682860833
2009-06-08,II,event,498.9388592751605,-4.4590737252637265
2009-06-12,nonevent,notevent,374.06004382790076,68.04254948607108
2009-06-25,nonevent,notevent,388.19011226441893,5.880464809604577
2009-06-28,nonevent,notevent,447.1465863030293,-7.530984998291974
2009-06-29,nonevent,notevent,497.04007111249535,-16.082845444111996
2009-07-01,nonevent,notevent,406.002250759516,-11.977175269592193
2009-07-02,nonevent,notevent,487.96787498972594,-5.695907958524342
2009-07-07,II,event,252.3945995971723,82.52353576347198
2009-07-10,nonevent,notevent,164.45109662625484,79.78875807365584
2009-07-17,nonevent,notevent,367.8465068042583,26.216573302613835
2009-07-24,nonevent,notevent,245.28456251077236,55.1782534208005
2009-07-25,nonevent,notevent,78.90110541611563,70.96758481563218
2009-07-28,nonevent,notevent,238.18008698037022,51.75567931536425
2009-08-07,nonevent,notevent,243.42456418262236,-24.462544365772366
2009-08-24,II,event,295.3532131146831,-2.765561109768841
2009-08-26,nonevent,notevent,-262.00804809783796,43.70546094781938
2009-09-09,II,event,128.66024743761773,26.94344145888263
2009-09-13,nonevent,notevent,-42.03776892878809,10.381350378819533
2009-09-17,II,event,50.45427111425503,-13.33577308203376
2009-10-09,II,event,-71.44975830135775,-23.94541219868099
2009-10-14,Ib,event,-61.69698484775142,-50.2929257451265
2009-10-15,II,event,-51.3864982349759,-50.31735195782043
2009-10-17,nonevent,notevent,-389.48832960038993,-32.1926784126261
2009-10-21,nonevent,notevent,-226.43778427024432,-12.987772433015152
2009-10-22,nonevent,notevent,-387.8923160074745,-33.545232722569914
2009-10-29,Ib,event,-210.76944623692557,-36.4242140267806
2009-11-02,nonevent,notevent,-253.35702732821184,-17.23667764889327
2009-11-05,nonevent,notevent,-374.6093845754612,-21.25034005805217
2009-11-09,nonevent,notevent,-365.26954064280557,-27.690003416415124
2009-11-10,nonevent,notevent,-405.430571534185,-15.314655039318513
2009-11-11,nonevent,notevent,-371.1608633115174,-17.12895671512761
2009-11-12,nonevent,notevent,-401.0503124291358,-29.475118784731112
2009-11-13,nonevent,notevent,-336.0009183578831,-34.49140323590122
2009-11-14,nonevent,notevent,-313.94558769326545,-26.198862330194544
2009-11-24,nonevent,notevent,-456.77411138342245,13.463419540086688
2009-11-25,nonevent,notevent,-446.7648512192508,-26.177619061452006
2009-12-04,nonevent,notevent,-449.0863194846083,-33.5174836659691
2009-12-05,nonevent,notevent,-468.62373175849166,-23.645750761234744
2009-12-17,nonevent,notevent,-408.963055336511,-39.793643194130155
2009-12-18,nonevent,notevent,-387.0814844773812,-37.3846968113568
2009-12-20,nonevent,notevent,-455.7935125187013,-31.032388878671977
2009-12-24,nonevent,notevent,-441.99416080289774,-30.763333899195203
2009-12-26,nonevent,notevent,-451.0740018953962,-9.353051391185387
2010-01-03,nonevent,notevent,-443.74798099001544,-7.287203240105599
2010-01-14,nonevent,notevent,-420.3505659010635,-38.0000019669666
2010-01-16,nonevent,notevent,-445.18145615124627,-15.374594020321238
2010-01-17,nonevent,notevent,-439.84755743226185,-35.2276223999202
2010-01-28,nonevent,notevent,-352.4236789342009,-39.868774676678555
2010-02-09,nonevent,notevent,-333.27936880323557,-40.480418364482915
2010-02-13,nonevent,notevent,-263.57829145548953,-49.26487609965217
2010-02-17,nonevent,notevent,-254.21125345198877,-40.85019873967428
2010-02-27,nonevent,notevent,-340.4256635166665,-36.71405049054248
2010-03-02,nonevent,notevent,-278.18955514884215,14.75993055284957
2010-03-06,nonevent,notevent,-108.82742331491144,-12.907443221928824
2010-03-07,II,event,7.4807758285493025,-61.26161750870936
2010-03-12,II,event,59.40620166636289,-45.813633496980266
2010-03-19,nonevent,notevent,-247.48725632170303,-19.440952813793597
2010-03-23,II,event,165.3393760054063,-55.07518397715527
2010-03-24,II,event,180.42245155279022,-56.16492032852747
2010-04-13,Ia,event,180.82517939218712,6.472484322907676
2010-04-17,II,event,-8.891862937107192,134.6399349042924
2010-04-20,II,event,344.8060053679778,-19.75023934579736
2010-04-27,nonevent,notevent,-28.353420615940635,60.73482561867243
2010-05-10,nonevent,notevent,-262.68776946385344,11.516694159891799
2010-05-12,II,event,355.758951245794,3.7493571166029187
2010-06-26,nonevent,notevent,349.47175367149106,40.420585830070046
2010-06-27,II,event,512.2560004696076,-12.707940340623002
2010-07-05,II,event,488.566741161897,-33.5642887909867
2010-07-07,nonevent,notevent,103.76007558808617,90.04892427996576
2010-07-09,nonevent,notevent,212.9651191596138,-11.184522263787535
2010-07-10,nonevent,notevent,291.203229733597,46.91277187057746
2010-07-19,nonevent,notevent,435.36310954575055,12.391007509675516
2010-07-20,nonevent,notevent,159.86115034785723,21.305156377839708
2010-08-02,nonevent,notevent,174.42242182034045,14.672166828939313
2010-08-04,nonevent,notevent,131.57778287739427,145.0951187813904
2010-08-18,II,event,372.18302861526604,-44.25260726770728
2010-08-19,II,event,360.4456318144869,-44.91227724954671
2010-09-09,Ib,event,1.6141926734089158,-11.914232882059599
2010-09-10,Ib,event,117.45289996831434,4.0708212797473475
2010-09-16,nonevent,notevent,-98.85647957082077,69.93886586158406
2010-09-24,nonevent,notevent,-300.3553968681384,33.98585299124756
2010-10-10,Ib,event,-185.3626939778026,14.818634537936743
2010-10-18,II,event,-120.7108936580359,-13.136010610753235
2010-10-19,nonevent,notevent,-380.68612954125354,41.42646441471416
2010-11-10,nonevent,notevent,-443.6707428153297,-19.87096378428395
2010-11-16,nonevent,notevent,-441.4372919331938,-27.150468110816416
2010-11-23,II,event,-333.39495508595127,-34.20986973350729
2010-11-28,II,event,-367.371274662453,-35.46480672792004
2010-12-05,nonevent,notevent,-460.8416467782826,-29.919816700744366
2010-12-29,nonevent,notevent,-456.59813436979056,-34.56364363377332
2010-12-31,nonevent,notevent,-443.1305383680224,-33.024088468123345
2011-01-10,nonevent,notevent,-449.1933143454086,-27.2396955915211
2011-01-11,nonevent,notevent,-445.4370445025274,-17.53440298799745
2011-01-16,nonevent,notevent,-434.0209656378052,-30.139163217366306
2011-01-24,nonevent,notevent,-434.9006390273547,-24.876254576338148
2011-02-10,nonevent,notevent,-203.68556219126103,-40.563083013405794
2011-02-26,nonevent,notevent,-404.88026488162757,-34.00289844798069
2011-05-02,nonevent,notevent,189.66537471438977,0.5509700240426524
2011-05-21,II,event,320.6551718528234,-3.5621189878130632
2011-06-01,nonevent,notevent,363.4771099963393,13.8127347363524
2011-06-06,Ib,event,453.5578516817757,-0.2122825726470877
2011-06-10,II,event,469.70230618359665,-28.51441148502764
2011-06-15,nonevent,notevent,-153.15382694063078,57.86638748315263
2011-06-24,nonevent,notevent,18.685916931942895,77.78763323353986
2011-06-26,nonevent,notevent,299.76991290286236,32.842048211835
2011-06-29,II,event,487.3790086395895,-30.075729322306586
2011-07-04,nonevent,notevent,-250.89671234258176,-6.462284656578285
